date	close
29-Apr-09	18
30-Apr-09	8
1-May-09	10
2-May-09	1
3-May-09	8
4-May-09	6
5-May-09	22
6-May-09	12
7-May-09	3
8-May-09	14
9-May-09	1
10-May-09	9
11-May-09	4
12-May-09	10
13-May-09	8
14-May-09	11
15-May-09	20
16-May-09	1
17-May-09	23
18-May-09	5
19-May-09	14
20-May-09	13
21-May-09	18
22-May-09	8
23-May-09	4
24-May-09	14
25-May-09	27
26-May-09	4
27-May-09	6
28-May-09	12
29-May-09	11
30-May-09	3
1-Jun-09	2
2-Jun-09	6
3-Jun-09	21
4-Jun-09	26
5-Jun-09	21
6-Jun-09	6
7-Jun-09	3
8-Jun-09	21
9-Jun-09	4
10-Jun-09	7
11-Jun-09	25
12-Jun-09	47
13-Jun-09	25
14-Jun-09	11
15-Jun-09	22
16-Jun-09	32
17-Jun-09	9
18-Jun-09	12
19-Jun-09	11
20-Jun-09	1
21-Jun-09	18
22-Jun-09	17
23-Jun-09	11
24-Jun-09	11
25-Jun-09	11
26-Jun-09	10
27-Jun-09	2
29-Jun-09	7
30-Jun-09	5
1-Jul-09	20
2-Jul-09	21
3-Jul-09	14
4-Jul-09	6
5-Jul-09	2
6-Jul-09	19
7-Jul-09	12
8-Jul-09	26
9-Jul-09	9
10-Jul-09	22
11-Jul-09	5
12-Jul-09	2
13-Jul-09	7
14-Jul-09	8
15-Jul-09	5
16-Jul-09	1
17-Jul-09	25
18-Jul-09	12
19-Jul-09	2
20-Jul-09	16
21-Jul-09	25
22-Jul-09	16
23-Jul-09	24
24-Jul-09	20
25-Jul-09	4
26-Jul-09	10
27-Jul-09	36
28-Jul-09	13
29-Jul-09	11
30-Jul-09	12
31-Jul-09	14
1-Aug-09	18
2-Aug-09	1
3-Aug-09	3
4-Aug-09	18
5-Aug-09	22
6-Aug-09	10
7-Aug-09	4
8-Aug-09	6
9-Aug-09	7
10-Aug-09	13
11-Aug-09	10
12-Aug-09	27
13-Aug-09	16
14-Aug-09	29
15-Aug-09	4
16-Aug-09	5
17-Aug-09	9
18-Aug-09	2
20-Aug-09	9
21-Aug-09	1
22-Aug-09	1
23-Aug-09	7
24-Aug-09	8
25-Aug-09	8
26-Aug-09	9
27-Aug-09	8
28-Aug-09	19
29-Aug-09	12
30-Aug-09	8
31-Aug-09	17
1-Sep-09	14
2-Sep-09	24
3-Sep-09	19
4-Sep-09	28
5-Sep-09	42
6-Sep-09	20
7-Sep-09	38
8-Sep-09	17
9-Sep-09	11
10-Sep-09	8
11-Sep-09	25
12-Sep-09	6
13-Sep-09	6
14-Sep-09	30
15-Sep-09	15
16-Sep-09	2
17-Sep-09	12
18-Sep-09	14
19-Sep-09	21
20-Sep-09	3
21-Sep-09	24
22-Sep-09	13
23-Sep-09	42
24-Sep-09	11
25-Sep-09	11
26-Sep-09	9
27-Sep-09	9
28-Sep-09	14
29-Sep-09	14
30-Sep-09	19
1-Oct-09	3
2-Oct-09	4
3-Oct-09	1
4-Oct-09	2
5-Oct-09	43
6-Oct-09	35
7-Oct-09	5
7-Oct-09	1
8-Oct-09	8
9-Oct-09	6
12-Oct-09	7
13-Oct-09	14
14-Oct-09	55
15-Oct-09	18
16-Oct-09	10
18-Oct-09	3
19-Oct-09	9
20-Oct-09	5
21-Oct-09	16
22-Oct-09	22
23-Oct-09	5
24-Oct-09	6
25-Oct-09	1
26-Oct-09	11
27-Oct-09	2
28-Oct-09	14
29-Oct-09	10
30-Oct-09	4
31-Oct-09	2
1-Nov-09	6
3-Nov-09	21
4-Nov-09	27
5-Nov-09	5
6-Nov-09	12
7-Nov-09	6
8-Nov-09	2
9-Nov-09	10
10-Nov-09	11
11-Nov-09	5
12-Nov-09	4
13-Nov-09	2
14-Nov-09	4
15-Nov-09	4
16-Nov-09	6
17-Nov-09	31
18-Nov-09	6
19-Nov-09	23
20-Nov-09	6
21-Nov-09	11
22-Nov-09	7
23-Nov-09	17
24-Nov-09	4
25-Nov-09	3
26-Nov-09	20
27-Nov-09	13
29-Nov-09	1
30-Nov-09	9
1-Dec-09	17
2-Dec-09	3
3-Dec-09	11
4-Dec-09	18
5-Dec-09	12
6-Dec-09	3
7-Dec-09	2
8-Dec-09	5
10-Dec-09	10
11-Dec-09	5
12-Dec-09	3
13-Dec-09	3
14-Dec-09	1
15-Dec-09	3
16-Dec-09	13
18-Mar-10	1
22-Mar-10	12
